,Tweet,following,followers,actions,is_retweet,location,Type,Unnamed: 7,Type_num
3639,#RickSanchez4Prez! https://t.co/Nutg0lBRzb,14310.0,58440.0,19247.0,1.0,"Guna-Bhopal, India",Spam,,1
3645,Arresting Cam Robinson is the biggest win Louisiana's had over Alabama since 2011.,0.0,613000.0,1286.0,0.0,Nashville,Quality,,0
3657,Islam is the religion of tolerance your children should remember about it https://t.co/qPT5DXGwgN,28968.0,37184.0,6512.0,0.0,"NE Dallas, formerly Los Angeles County.",Spam,,1
3659,"read The Iliad, became obsessed w idea of anointing myself olive oil, also I based my personal style off of SJP in HOCUS POCUS",0.0,472000.0,,1.0,On A Whale in The Ocean,Quality,,0
3665,"That feeling when the Supreme Court lifts a temporary injunction against your constitutional travel ban, and liberal tears flood Twitter. https://t.co/mPeuZuuPdb",74580.0,126587.0,10027.0,0.0,Winterfell,Spam,,1
3668,My guide may help you Live Longer & Look Younger!pic.twitter.com/1Ezd1huJIa,58900.0,67500.0,,0.0,Great Britain,Quality,,0
3669,Times Square victims dad leaves heartfelt note at memorial https://t.co/YDPcxKoC8A https://t.co/0OjKIspL1K,10477.0,61791.0,53747.0,0.0,Somewhere in the USA ✈️,Spam,,1
3674,What a time to be alive! https://t.co/H0OpgSPsaY,24368.0,68774.0,23192.0,0.0,𝚊𝚗𝚢 𝚙𝚛𝚘𝚗𝚘𝚞𝚗𝚜,Spam,,1
3676,She's still dancing this morning!!!  @Ginger_Zee #DWTSpic.twitter.com/3rs40TNypY,0.0,3620000.0,123.0,0.0,"New York, NY",Quality,,0
3685,"Which one of the following QB's has the best chance of winning Super Bowl LI?
#TonyRomo
#CarsonPalmer
#AlexSmith
#JayCutler
#PhilipRivers",0.0,264000.0,431.0,0.0,"New York, NY",Quality,,0
3686,"The 16:40 Dover to Calais sailing is expected to be running on time, check-in is open",0.0,30100.0,,0.0,Dover,Quality,,0
3689,"""Only somebody who has a slave mentality will accept oppression and not resist against it."" -- Assata Shakur https://t.co/1YF8Q7i5A3",30457.0,43961.0,6464.0,0.0,Wicklow Town,Spam,,1
3700,This is why you must be SO careful who you speak to online. Please be safe guys xhttps://twitter.com/skynews/status/732561564163788800 …,0.0,12700000.0,,0.0,,Quality,,0
3703,Angela Eagle: We don’t need lessons on LGBT rights from David Cameron @angelaeaglehttp://bit.ly/1WBnevR,0.0,182000.0,,0.0,Global,Quality,,0
3714,'@PressSec @WhiteHouse My brother is Autistic. Thank you @POTUS for caring! #autismawareness  #AutismDay2017',75909.0,102007.0,8160.0,1.0,"Mullica Hill, NJ",Spam,,1
3715,Where can I find myself this type of girl https://vine.co/v/iUuW5vUzmhg,0.0,48000.0,,0.0,USA,Quality,,0
3717,#LFC were in good spirits as they arrived in Basel yesterday. How are you feeling ahead of tomorrow?https://amp.twimg.com/v/99c9b155-437f-462e-8c54-13e9fa24bb1c …,378000.0,11200000.0,,0.0,"Anfield, Liverpool",Quality,,0
3728,'@Just_Mike_S unfortunately that`s true',12204.0,33193.0,9065.0,0.0,All over Asia's airwaves,Spam,,1
3738,which England player scored more in Tests v SL?,0.0,48800.0,,1.0,Sri Lanka,Quality,,0
3741,Be with someone who's proud to have you,0.0,26600.0,50.0,0.0,,Quality,,0
3753,"Cleveland victim identified as Robert Goodwin, Sr",44052.0,47171.0,3283.0,0.0,"Glasgow, GB",Spam,,1
3762,Hungry Like the Beast #MutantMashups #XMenApocalypsepic.twitter.com/DH7cDqZmi4,0.0,462000.0,,0.0,"London, UK",Quality,,0
3772,Your accomplishments are what you have achieved for yourself. Your success is what you have achieved for others.,0.0,107000.0,31.0,0.0,International,Quality,,0
3778,The world's 4th largest economy just generated 90% of the power it needs from renewables http://thkpr.gs/3776629 pic.twitter.com/Z9nQUvQWwv,0.0,837000.0,393.0,0.0,"Washington, D.C.",Quality,,0
3794,'LOOK OUT KIDZ THE GOVERNMENT ARE STEALING OUR THOUGHTS!!' @UKParliamentpic.twitter.com/Zc8lyReYrn,0.0,894000.0,,0.0,,Quality,,0
3797,The reason Crooked Hillary is running attack ads against @realDonaldTrump.  She knows Women will be voting 4 Him Not Her #WomenUnited4Trump,0.0,1060000.0,1141.0,0.0,"Toronto, Canada",Quality,,0
3802,"NEW SETS, NEW COSTUMES & NEW SPACE PROBLEMS!
Star Boyz episode 3 out this Thursday! #LaughterGamespic.twitter.com/pvPNuM2Vjd",0.0,1740000.0,,0.0,Okie,Quality,,0
3805,'@JackPosobiec Ouch',75412.0,107851.0,8675.0,0.0,"Norcross, GA",Spam,,1
3813,Back on the road again.pic.twitter.com/1WLC7tW0eG,0.0,7140000.0,,0.0,,Quality,,0
3820,"Today I woke up feeling offended I'm not sure about the reason, so I need your help to figure it out  Good morning",12370.0,51777.0,17080.0,0.0,"North East, England",Spam,,1
3821,Eh? What about the sanctions after which Russia's economy collapsed? Is Trump calling for war with Russia? https://t.co/RXQuVPbLMu,23079.0,67899.0,22844.0,1.0,42-42-564,Spam,,1
3827,Join us @ragusauce & @SITSGirls Today 12 ET to celebrate the new line of thick & hearty RAGÚ® Homestyle sauce using #HomestyleHugs. #spon,38400.0,93300.0,7.0,0.0,Carlsbad,Quality,,0
3829,"160517
Fan: How big is your foot?
Joshua: 270mm
Vernon: 280mm
Joshua: Around that
Vernon: Wowhttps://twitter.com/pledis_17/status/732514788371111936 …",0.0,60600.0,30.0,0.0,원우리들,Quality,,0
3831,Yellowstone bison calf put down after 'stupid' tourists tried to rescue it from cold http://indo.ie/ydbo300gZZR pic.twitter.com/PDK8nA6gh2,0.0,492000.0,,0.0,Dublin,Quality,,0
3838,"Robots will take your job SOON! And that goes for doctors, lawyers, & nearly everyone. [WATCH]https://www.youtube.com/watch?v=aGp0xBpFXLs …",13700.0,99300.0,31.0,0.0,"Washington, DC",Quality,,0
3839,Let me just whip up this artwork quick because this song is  @justinbieber X @MAJORLAZER wowhttps://twitter.com/justinbieber/status/732233691863384064 …,0.0,2610000.0,,0.0,hiding in the halls,Quality,,0
3841,Thank you @_KOOKAI_ for the gorgeous dress! I felt like Bianca Jagger partying at #Studio54 in it! Fit like a glovepic.twitter.com/5fFtKKR8HM,0.0,745000.0,,0.0,"B'klyn, NYC, LA",Quality,,0
3843,"Drake tell girls stuff like ""you finer than yo fine cousin"" and wonder why he always having relationship problems",0.0,195000.0,,0.0,"Los Angeles, CA",Quality,,0
3848,"TFW you find a single potato chip for sale on eBay
#GMM https://youtu.be/pBx8lRQMErw pic.twitter.com/ZjwJw0DAZW",0.0,797000.0,794.0,0.0,Los Angeles,Quality,,0
3849,@rihanna and @Drake are my favorite feat. combo foreverrrrrr #toogood,13400.0,4150000.0,,0.0,The World,Quality,,0
3857,"Night-and-day difference in Bryce Petty's growth?

""Just watching film, I'm seeing things."" http://on.nfl.com/1OxBLjF pic.twitter.com/f3CxTohGf5",0.0,24300000.0,584.0,0.0,,Quality,,0
3859,RT if you have the STRENGTH to endure! #Strengthpic.twitter.com/aP2BrcMazz,0.0,3490000.0,1031.0,0.0,"Dallas, Texas",Quality,,0
3868,That's so awesome!! You should post the video!https://twitter.com/adorvnialljh/status/731931107785121792 …,0.0,31500.0,,0.0,,Quality,,0
3883,I have no drive when it comes to getting women they either like me or don't and if you like me and running I won't ever catch you,0.0,77300.0,335.0,0.0,"East New York, Brooklyn",Quality,,0
3885,NICKI LIKED THIS TWEETpic.twitter.com/ek7dQqmhFt,0.0,26900.0,,0.0,,Quality,,0
3886,Miley com Jorge Bernal e Arnold Schwarzenegger ontem:pic.twitter.com/543uPOZl00,0.0,43200.0,,0.0,equipetudomiley@gmail.com,Quality,,0
3897,Mom recreates joyful kindergarten photo with daughter at high school graduation  https://t.co/C6vRTi4Cdm,26651.0,29765.0,1880.0,0.0,almost where i wanna be,Spam,,1
3906,http://support.desmos.com/hc/en-us/articles/207943113 … also http://learn.desmos.com  shows a lot of Desmos features.,0.0,33500.0,,1.0,"San Francisco, CA",Quality,,0
3913,"hi, grandma? can u come pick me up from my rap battle? it's over. no, i lost. he saw u drop me off & did a pretty devastating rhyme about it",0.0,233000.0,,0.0,philly,Quality,,0
3917,So good to meet you @michael5sos thanks for stopping to take a pic pic.twitter.com/0KTzxTXbGi,30200.0,12600000.0,,0.0,"Sydney, Australia",Quality,,0
3922,The liberal media would have you believe anyone who's had a glass of russian vodka is automatically pals with Putin. What a joke. https://t.co/tQ3Zd9MhNR,20778.0,70581.0,25142.0,1.0,ENGLAND  🏴󠁧󠁢󠁥󠁮󠁧󠁿 GB  🇬🇧,Spam,,1
3926,"*takes a leap of faith
*lands on a banana peel",12800.0,31500.0,160.0,0.0,Formerly known as the U.S.A.,Quality,,0
3934,My heart pic.twitter.com/s12RAsIeWi,0.0,691000.0,1040.0,0.0,,Quality,,0
3936,"Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemicals in the brain.",0.0,1920000.0,,0.0,,Quality,,0
3945,City bus fatally strikes woman in Financial District https://t.co/H8a6HB8Vhn,6002.0,60912.0,42331.0,0.0,TV. RADIO. PRINT. WEB. RETAIL,Spam,,1
3947,Sweden government covering up immigrant rape &amp; crime - Ami Horowitz  #swedenincident #MediaBuzz https://t.co/x5tZcdhQpa,74004.0,84883.0,7294.0,0.0,Portugal,Spam,,1
3961,Women's contributions to Timor-Leste’s independence struggle & post-conflict recovery are now recognized: http://ow.ly/4nt8QZ  #1325at15,0.0,1580000.0,74.0,0.0,The World,Quality,,0
3968,"Happy broken board birthday to South African shredder, Micheal February  @_mfeb_ from @vans66_zapic.twitter.com/IceoNqaKB1",0.0,99900.0,136.0,0.0,vans.com/surf,Quality,,0
3971,"'@JoePerezSports @Ajtippetts Fox News, Breitbart, Drudge'",41423.0,39185.0,2935.0,0.0,BFE,Spam,,1
3973,"cashier: how are u
me: good
*comes back 3 hours later*
i lied, Sharon. ive got depression",0.0,238000.0,,0.0,,Quality,,0
3981,Ghost Rider burns S4 of Marvel's Agents of S.H.I.E.L.D. at NYCC https://t.co/93Hi8Jk2s0,6006.0,60989.0,42121.0,0.0,hessa ella anastasia,Spam,,1
3983,En(d) garde!: The end of the dueling era in New Orleans' City Park https://t.co/RJsT4ZzLoa https://t.co/2NcegWtcpj,10578.0,28773.0,46460.0,0.0,"Demzidean, Bedok, Singapore",Spam,,1
3988,"""Yeah but, if you WERE single, would you fancy me?""

""Yeah, okay, whatever you want Jose.""pic.twitter.com/8sZDGaiQyb",0.0,645000.0,1046.0,0.0,Bet Now,Quality,,0
3992,@DJIGlobal check DM when you are free guys <3,0.0,36800.0,0.0,0.0,Ireland,Quality,,0
3995,The Difference between the 2012 Deregulation and 2016 Liberalisation Argumentpic.twitter.com/lrwJSark9K,0.0,54300.0,,0.0,Nigeria,Quality,,0
4001,"No exercise of any kind since the start of the campaign period, so I ate a box of Pop Tarts",0.0,446000.0,,0.0,,Quality,,0
4003,Vote for my dawg @_OfficialJR http://freshmen.xxlmag.com/10th-spot/ pic.twitter.com/SL8wKUgQ5v,0.0,13900000.0,652.0,0.0,,Quality,,0
4004,The international donors funding police modernization and 'reforms'; this is for youpic.twitter.com/gpeLItMKCd,0.0,178000.0,13.0,0.0,Kenya,Quality,,0
4011,My original Bowie drawing for @drawingdave is now up for auction: http://www.ebay.co.uk/itm/182128478684 … All proceeds to charity!pic.twitter.com/Dxp4yeqEoi,0.0,50300.0,,0.0,"Birmingham, UK",Quality,,0
4019,"For DC’s #LegendsOfTomorrow, the mission is far from over. Don’t miss the season finale this THURSDAY at 8/7c!https://amp.twimg.com/v/5f9c5581-0d74-4544-9138-b2fe5202977a …",0.0,437000.0,1199.0,0.0,,Quality,,0
4021,"""Brandon was my best buddy. I'm finishing what he started…"" SMOLDER BY SHERRY MORRIS #ROMANCE #BOOKBANGS #Kindle http://clc.li/JjV",26900.0,55700.0,23.0,0.0,BRONX  ✈️ ✈️  ✈️ NYC  ✈️ ✈️ DUBAI,Quality,,0
4032,Be proud of your heritage!  #climatemarch https://t.co/qDtbTdkz3I,23075.0,26026.0,1743.0,0.0,ENG||BLR||日本語||RU,Spam,,1
4034,"The Intercept, which claimed that Trump supporters were attacking Jews, actually employed guy who threatened Jews https://t.co/16YdZ0mxw0",23931.0,68532.0,23092.0,0.0,神奈 横浜市 神奈川区,Spam,,1
4054,"""A nation with time to get angry over recipes on a website is probably not a nation with too much else going wrong""http://www.ft.com/cms/s/0/70292cea-1c1e-11e6-b286-cddde55ca122.html#axzz48nNc4RsT …",0.0,78100.0,17.0,0.0,Great Britain,Quality,,0
4089,On my way to @RoyalTroonGC for @RandA Patrons Day & decided to hit a few balls @celticfc. Stadium golf is a thrill!pic.twitter.com/RPCCyuWgML,0.0,395000.0,1199.0,0.0,South Africa,Quality,,0
4090,HARMONIZERS VOTE  https://twitter.com/LatinPremios/status/732245299100561408 …,0.0,31400.0,11.0,0.0,Buy anything 5H on itunes,Quality,,0
4094,'@TD28771438 Poe's law now',19670.0,49148.0,15380.0,0.0,phl,Spam,,1
4110,"#REBIR7Hof2NE1 and #7YearsWith2NE1 still on Malaysia, Singapore and Thailand's trending topics pic.twitter.com/AztQgpMfvM",0.0,25800.0,,0.0,Indonesia,Quality,,0
4111,Egypt president backs French proposal for Mideast talks http://dlvr.it/LKt0XL,0.0,241000.0,11.0,0.0,"Jerusalem, Israel",Quality,,0
4116,"The difference 13 years makes. If you love your art, don't give up, keep going!pic.twitter.com/XxKz88yCod",0.0,28800.0,,0.0,Houston,Quality,,0
4131,#방탄소년단 #SUGA @BTS_twt (cr.stuck_JM) https://twitter.com/stuck_JM/status/723872608442159105/photo/1pic.twitter.com/KfItgdZkP4,0.0,111000.0,177.0,0.0,A.R.M.Y,Quality,,0
4135,'@VP @POTUS Thank you! God Bless!',74856.0,87501.0,7393.0,0.0,+BLAKE+,Spam,,1
4148,"Sheriff does not have 'blank check' regarding jail expenses, federal judge rules  #news",18458.0,26239.0,37777.0,0.0,lrh/4,Spam,,1
4174,.@FifthHarmony just teased their newest song with help from the USA Gymnastics Team: http://tnvge.co/Fi2EKO0 pic.twitter.com/tDJLJJgnAh,0.0,3340000.0,1047.0,0.0,,Quality,,0
4176,UJ students would all meet to work out how many students' fees R100mill damages could have paid but they burnt the auditorium.,0.0,373000.0,110.0,0.0,SUITCASE in SOUTH AFRICA.,Quality,,0
4184,"Opposition protester Ben Ngari beaten to death by Kenya's paramilitary police
http://sabahdai.ly/98hg6h pic.twitter.com/DaKBsFKiaP",0.0,478000.0,,0.0,Istanbul,Quality,,0
4204,.@KingJames' business partner confirms lifetime deal with @Nike worth over $1 billion. [via @GQStyle]pic.twitter.com/oxQXOtijKI,0.0,1580000.0,,0.0,New York,Quality,,0
4205,He can guess your age https://amp.twimg.com/v/8ef7f14e-328c-4f9a-91a3-2faf3c22f998 …,0.0,2490000.0,,0.0,,Quality,,0
4218,"We're glad you had such a great time, Alsy!",0.0,497000.0,,1.0,"madison, wi",Quality,,0
4221,"The full tape of Russell Westbrook's drive up the court shows he probably traveled

(Video via @BleacherReport)pic.twitter.com/yIXAaURq06",0.0,579000.0,,0.0,Everywhere,Quality,,0
4225,Graduation brings increased pressure for your teens to drink. These tips can help them say no. #ABFamilyTalk #sk #ad http://goo.gl/u6bPge,25700.0,38300.0,,0.0,Hawaii,Quality,,0
4232,On Redemption + Light #ColumbiaMagazine @JP2Shrine http://ow.ly/hLZy300eZwa,0.0,51400.0,4.0,0.0,"New Haven, Connecticut U.S.A.",Quality,,0
4240,"Congratulations to Michelle and Dinah! Yey, We're so proud of you @michieeeps 
@mainedcm 
#ALDUBLoversInITALYpic.twitter.com/CEAh9Iq6x5",0.0,118000.0,,0.0,Republic of the Philippines,Quality,,0
4244,Mass media did its best to cause hysteria about Trump. And arrest of student who brought weapons into Trump Towers as the result. https://t.co/BHdlTCBDtf,19057.0,63901.0,21597.0,0.0,Mundo,Spam,,1
4259,"We have a #WINNER @APepper8 the shirt is yours fella. #Congratulations 
We will DM you shortly",0.0,60200.0,,0.0,Instagram: KitbagUK,Quality,,0
4268,"Today will be another great day for the Trump campaign. 1400, here we come. #tcot #ccot #gop #magapic.twitter.com/vvAwGdjIOJ",18900.0,92000.0,149.0,0.0,,Quality,,0
4297,Kentucky and Oregon – today is your day to make sure you've voted for our movement. Head to your polling location or drop box and vote.,0.0,9150000.0,,0.0,Vermont,Quality,,0
4306,"We tend to forget that happiness doesn't come as a result of getting something we don't have, but of appreciating what we do have.",91300.0,1230000.0,,0.0,,Quality,,0
4315,@MarkKuhl1 @CowboyJ77 here's @RodeoJock1 after his last rodeopic.twitter.com/Nw9XOPYWY5,0.0,87800.0,31.0,0.0,Tupelo MS,Quality,,0
4321,"Despite the truth, the widespread perception that highways and freeways are somehow self-funding has stuck around.pic.twitter.com/yUQ1Ktg0pB",0.0,78500.0,215.0,0.0,"Toronto, Ontario",Quality,,0
4322,my client today was absolutely stUNNING before and after I beat her face --pic.twitter.com/5zHttc5avc,0.0,29900.0,,0.0,"dfw, tx",Quality,,0
4335,"""Told the vet, I'm a healthy pup, I eat Pedigree""pic.twitter.com/lkNUxieiM4",229000.0,194000.0,,0.0,"Ohio, USA",Quality,,0
4336,"you know, japanpic.twitter.com/f0Onb6TzZ5",0.0,31500.0,,0.0,,Quality,,0
4337,"My man Liam Payne smashed his audition yesterday 
enough love for you bro :)",0.0,28200000.0,,0.0,,Quality,,0
4349,"Jin: JK,from whom will you get the kiss? Let's do Rock,Paper,Scissor
Suga: Let's do that later
RM: Taehyung-ah,you can kiss him later",0.0,184000.0,1398.0,0.0,Mon' Studio,Quality,,0
4352,"I will respect those who respect me and forget those who forget me and those who hurt me, just let karma do the job.",88000.0,116000.0,106.0,0.0,*Parody Account to Inspire*,Quality,,0
4359,Can't let that mailman get away with your box of awesome!,0.0,39400.0,,0.0,St. Louis,Quality,,0
4361,Met @drramansingh to discuss Chhattisgarh’s drought situation & how centre & state can work together to mitigate it. http://pmindia.gov.in/en/news_updates/pm-reviews-drought-and-water-scarcity-situation-at-high-level-meeting-with-chhattisgarh-cm/?comment=disable …,0.0,46500000.0,,0.0,India,Quality,,0
4382,Rain couldn't prevent softball teams from practicing. Game 1 of the championships is Tuesday at 12 p.m. #D2Festivalpic.twitter.com/PQlzAoIChV,0.0,66000.0,,0.0,"Indianapolis, IN",Quality,,0
4386,"'Pushers' at Tokyo's Shinjuku station in the rush hour, 1970.pic.twitter.com/FTjSALH91V",0.0,438000.0,94.0,0.0,The Ghetto,Quality,,0
4390,#4daystilDangerousWoman / #LEAVEMELONELY today ♡ macygrayslife @applemusic https://www.instagram.com/p/BFeozRnSWT6/,61700.0,61500000.0,,0.0,ǝʌɐ uooɯʎǝuoɥ,Quality,,0
4395,"BRAND NEW 2NE1.
New BEGINNING
New CHALLENGES
but Blackjacks will be here till the end.
SLAY US QUEENS
#REBIR7Hof2NE1pic.twitter.com/S7ItN92C2U",0.0,25500.0,1496.0,0.0,"Toledo, OH",Quality,,0
4399,Good morning! pic.twitter.com/2zB75nekPW,0.0,731000.0,,0.0,,Quality,,0
4408,Cannes we're here!  KimKardashianpic.twitter.com/TrBVqej492,0.0,60100000.0,,0.0,,Quality,,0
4409,#Mention Capsule Design @capsuledesign http://www.capsule.us  #bizitalk pic.twitter.com/i00113oPa4 #socialmedia,43700.0,57200.0,,0.0,"Northampton, UK",Quality,,0
4428,"YG Entertainment releases new teaser of B.I for what was believed to be Bobby's solo?
http://www.allkpop.com/article/2016/05/yg-entertainment-releases-new-teaser-of-bi-for-what-was-believed-to-be-bobbys-solo-release …pic.twitter.com/UkrnlRUydn",0.0,5220000.0,,0.0,Where Im Supposed To Be,Quality,,0
4435,#BTS's V has arrived in Norway!pic.twitter.com/VdUA2KKPEV,0.0,114000.0,,0.0,ot7 © 140525,Quality,,0
4439,"A new day.
Let's live it,
beautifully,
gratefully & passionately.pic.twitter.com/CnoqnXeGW8",128000.0,136000.0,135.0,0.0,,Quality,,0
4444,Tune into @ITV tomorrow at 8pm to see us perform on 'Tonight at the London Palladium' pic.twitter.com/an1E5nv6uf,48800.0,4090000.0,,0.0,"English,  instagram @TheVamps",Quality,,0
4446,Web making: 1. Identify core functionality. 2. Make that functionality available using the simplest technology. 3. Enhance! @adactio #aeabos,0.0,339000.0,,0.0,"New York, NY",Quality,,0
4453,Listen to what Alvin Kamara says about becoming a New Orleans Saints https://t.co/UkSUT284Pv https://t.co/wdbSLD0ow5,9214.0,28728.0,45328.0,0.0,NC Snake Den,Spam,,1
4458,"""No I'm good""pic.twitter.com/cGR3tuI6vW",0.0,157000.0,,0.0,"Los Angeles, CA",Quality,,0
4463,Suspect charged in aggravated assault case https://t.co/h7rkzItj9c https://t.co/1IVfZfed73,6174.0,25621.0,48847.0,0.0,"Boston,MA",Spam,,1
4477,when you tell rednecks you are going to suck them on the penispic.twitter.com/UzCez4Kiza,0.0,69000.0,368.0,0.0,"Los Angeles, CA",Quality,,0
4499,Husband person of interest in Brooklyn woman's strangulation https://t.co/ZDIYno2kco https://t.co/HTwEMjtPMU,9575.0,61128.0,48722.0,0.0,"Howell, NJ",Spam,,1
4508,Yeh inka dopahar ka program hai! Are you watching Phir Hera Pheri #ZeeCinemaPar?pic.twitter.com/3pkNahWls0,0.0,215000.0,42.0,0.0,India,Quality,,0
4509,"+Nollywood actress, Mercy Macjoe comes under fire for making someone tie her shoes (See Photos + Video) - http://bit.ly/1srxpqe",0.0,94500.0,0.0,0.0,Houston TX,Quality,,0
4518,Everything is coming up roses for #OnceUponATime star @LanaParrilla  at the #UpfrontsPartypic.twitter.com/mmlhedBnNw,0.0,7490000.0,,0.0,,Quality,,0
4520,And here's the proof! #FCBBVB #packmaspic.twitter.com/LnPQ7Lev4w,0.0,1000000.0,,0.0,,Quality,,0
4525,NYC Lawmaker's Plan Targets Sidewalk Scaffolding That Stay Up Too Long https://t.co/mzgKTYGWwq https://t.co/xn4hxgnVwD,5976.0,60777.0,44036.0,0.0,Sussex,Spam,,1
4532,ZOE JUST SAW A WHITE PUG!! A WHITE PUG! I DIDN'T EVEN KNOW THERE WAS SUCH A THING!! I CAN'T LIVE WITHOUT ONE IN MY LIFE,0.0,5390000.0,,0.0,Instagram: AlfieDeyes,Quality,,0
4550,"The Gurkha is among six Aidan O'Brien-trained colts remaining in the Tattersalls Irish 2,000 Guineas on Saturday. Air Force Blue is another.",0.0,232000.0,12.0,0.0,,Quality,,0
4551,Good job. Would love to see it for real! #PurpleRain #MKXMobilehttps://twitter.com/TremorBD/status/732283218733477888 …,0.0,49600.0,12.0,0.0,Earthrealm,Quality,,0
4561,Thank you :) RT @JulienitedPH: Happy Birthday @MyJaps here's our simple gift on ur special day. Stay ... http://tmi.me/1fdYmO,0.0,1950000.0,,0.0,,Quality,,0
4568,Hillary's foreign policy experience in one picture. #Benghazi #VoteTrump2016pic.twitter.com/0nHSntG8xm,159000.0,299000.0,,0.0,AFRICA,Quality,,0
4569,I posted a new photo to Facebook http://fb.me/77fe6P7pU,0.0,45100.0,,0.0,,Quality,,0
4571,"Viola Desmond, Canadas Rosa Parks, to appear on $10 bill. Shell be the first Canadian woman to ever feature on a banknote. https://t.co/Q7SFn1LaRS",18605.0,25867.0,3146.0,0.0,michigan ✧･ﾟ:,Spam,,1
4573,nice tae see yer da enjoyin his new go propic.twitter.com/gEWfHXmysi,0.0,122000.0,,0.0,,Quality,,0
4575,Las Vegas-based Switch goes to 100 percent renewable energy  #business #news,20774.0,29341.0,25084.0,0.0,"Addison, TX",Spam,,1
4579,being happy is healthy,0.0,324000.0,,0.0,Optimistic,Quality,,0
4589,Man critically injured after being assaulted in central Wichita https://t.co/mleeO0uU1x #news,5173.0,25366.0,42171.0,0.0,somewhere in france,Spam,,1
4591,"Fight for what you believe in, and stand by what you fight for.",22200.0,26200.0,20.0,0.0,,Quality,,0
4593,When you touch her and she touches backhttps://vine.co/v/iBImLOODDJB,0.0,1920000.0,,0.0,The Mancave,Quality,,0
4602,Tiffany w IJWD ballon waving to SONEs cutely #Tiffany1stWin #IJWD1stWin at Sukira https://www.instagram.com/p/BFgoIBXur4i/ pic.twitter.com/kt0PIcrvEn,0.0,30700.0,,0.0,SNSD PINK OCEAN PARADISE,Quality,,0
4606,"If you came to America to enjoy benefits of our freedom, than you should show some respect for our anthem!  #MuslimBan #ReasonsToProtest https://t.co/vlafJfbdiz",36323.0,37870.0,2866.0,0.0,"Toronto(ish), ON",Spam,,1
4613,Best of luck to @Alhilal_FC tonight in the Champions League last 16! #الهلال,0.0,26200.0,,0.0,london (uk) | boston (us),Quality,,0
4622,http://musicianportraitproject.com/pages/beckyg  throw back to when I was on tour. I was in Philly at the time.,14100.0,2120000.0,,0.0,"Inglewood, CA",Quality,,0
4629,BTS new endorsement of KathNiel.Coming very2 soon!Another blessing coz God never forget their kindness.© mackycombepic.twitter.com/eTYTKvLeni,0.0,368000.0,,0.0,OFFICIAL FANSCLUB SINCE 9.4.11,Quality,,0
4639,Don't play with the banana like that pleasepic.twitter.com/oZn51fjN8c,0.0,46600.0,329.0,0.0,🇸🇬 싱가포르 ♡,Quality,,0
4641,"Wait, what???  #FeminismIsAwful #rapeculture https://t.co/5Y1QEja9dQ",11366.0,37981.0,11773.0,0.0,"Near Worthing, UK",Spam,,1
4663,"[HAPPY BIRTHDAY TAEYANG]
originally posted by http://yg-life.com 
@Realtaeyang #HAPPYTAEYANGDAY #HAPPYBAEBAEDAYpic.twitter.com/Lib0qxwsyr",0.0,5050000.0,,0.0,"Seoul, Korea",Quality,,0
4669,"Growing up I dreamt of 2 things
1) win a SuperBowl 
2) be mentioned in a rap song
@twaynebsm, bucket list complete
https://youtu.be/qdpcGqySGg8",0.0,76600.0,1206.0,0.0,,Quality,,0
4672,Welcome back nanay and Coleen #ALDUBLoversInITALY (W)pic.twitter.com/iylzNBkDG3,0.0,30300.0,,0.0,JAPAN,Quality,,0
4677,"One Direction 2017 Calender, I'm so getting itpic.twitter.com/fMWJhhThNJ",47500.0,44800.0,400.0,0.0,,Quality,,0
4678,Black bear spotted in Akron http://bit.ly/1Xikzpb pic.twitter.com/15y81UEKaN,0.0,75000.0,23.0,0.0,"Cleveland, OH",Quality,,0
4685,#Massucco invites you to participate in the CANADIAN APVSA 2016 WINE TASTING TOUR @massuccowinepic.twitter.com/sbYbR9A9RK,28400.0,26000.0,16.0,0.0,Fiume Veneto,Quality,,0
4690,Tips for new business owners: “Happier employees are better at their jobs.” http://onforb.es/1rIfuen pic.twitter.com/c5gZnjqRjO,0.0,15200000.0,231.0,0.0,"New York, NY",Quality,,0
4696,Colorful Cling Wrap Faux Stained Glasshttp://twokidsandacoupon.com/2014/07/colorful-cling-wrap-faux-stained-glass.html …,95500.0,106000.0,,0.0,Iowa,Quality,,0
4699,Transgender people will get legal protection under the Canadian Human Rights Act and the Criminal Code. https://www.buzzfeed.com/emmaloop/canada-is-getting-a-trans-rights-bill?utm_term=.dr8E3b5D3N#.ir4ZwPvqwR … #cdnpoli,0.0,44600.0,191.0,0.0,,Quality,,0
4707,"Oh, it's like criminals don't obey bathroom laws. Or any laws, huh? https://t.co/LM5PYjHGRG",13829.0,51342.0,16204.0,0.0,#LSUAlumna,Spam,,1
4722,Hey Margaret @thevampsmarga,32300.0,1760000.0,,0.0,Snapchattin.....: rashaanlewis,Quality,,0
4729,".@GregAbbott_TX: ""I as Governor of the State of Texas have already withheld money from a declared sanctuary city."" https://t.co/K8A94Xw8JE",42531.0,52875.0,3942.0,0.0,"Elgin, SC",Spam,,1
4730,"=Imade Birthday:- Tiwa Savage's Son ""Jamil"" & Davido's Daughter ""Imade"" Finally Meets (Photos) - http://bit.ly/23TTj0s",29100.0,113000.0,0.0,0.0,"NGR, LDN",Quality,,0
